customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00176,Female,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),37.75,363.44,Yes
CUST00177,Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,62.88,942.25,No
CUST00178,Male,0,No,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,27.16,562.65,No
CUST00179,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),44.4,217.48,Yes
CUST00180,Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),55.8,858.62,No
CUST00181,Female,1,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),42.97,127.75,No
CUST00182,Male,1,No,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.15,4.15,Yes
CUST00183,Male,0,No,No,29,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,43.03,1243.6,No
CUST00184,Female,1,Yes,No,7,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),51.54,361.38,Yes
CUST00185,Male,0,Yes,No,0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),27.97,10.02,Yes
CUST00186,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),59.08,809.23,Yes
CUST00187,Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,48.55,457.82,No
CUST00188,Male,1,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,52.61,600.02,No
CUST00189,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,70.52,5063.77,Yes
CUST00190,Female,0,Yes,No,11,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,34.97,413.74,Yes
CUST00191,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),49.1,131.2,Yes
CUST00192,Male,0,No,Yes,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),50.43,155.97,Yes
CUST00193,Male,0,Yes,Yes,2,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,34.57,52.63,No
CUST00194,Male,1,No,No,7,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,30.79,223.18,No
CUST00195,Male,0,Yes,No,34,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),47.64,1652.18,No
CUST00196,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,47.28,83.45,No
CUST00197,Female,0,Yes,No,0,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),33.13,0.0,No
CUST00198,Female,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),47.64,107.94,Yes
CUST00199,Female,0,Yes,No,10,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),32.8,331.29,No
CUST00200,Male,0,No,No,1,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),36.63,43.32,No
CUST00201,Male,0,No,No,1,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,16.46,0.0,Yes
CUST00202,Male,0,No,No,8,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,49.01,396.56,No
CUST00203,Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.43,268.87,Yes
CUST00204,Female,0,No,No,10,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),39.92,392.01,No
CUST00205,Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.43,1255.76,No
CUST00206,Female,0,Yes,Yes,13,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),44.51,591.6,Yes
CUST00207,Male,1,No,No,24,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,52.95,1254.13,No
CUST00208,Male,0,No,No,20,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),44.14,908.37,Yes
CUST00209,Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,52.32,577.32,Yes
CUST00210,Female,0,No,No,9,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),35.26,321.72,No
CUST00211,Male,0,No,No,39,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),48.84,1875.93,No
CUST00212,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.37,1303.09,Yes
CUST00213,Male,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.95,19.3,No
CUST00214,Female,0,No,Yes,24,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,37.01,895.78,No
CUST00215,Female,0,Yes,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.34,0.0,No
CUST00216,Male,0,No,No,7,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,29.16,160.14,Yes
CUST00217,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.41,843.95,Yes
CUST00218,Male,1,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),53.45,51.47,Yes
CUST00219,Female,0,No,Yes,6,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),40.69,240.01,No
CUST00220,Female,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.74,28.88,No
CUST00221,Male,0,No,No,41,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,34.55,1411.95,No
CUST00222,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,57.61,1294.0,Yes
CUST00223,Male,0,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),42.25,1277.33,No
CUST00224,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),31.82,67.84,Yes
CUST00225,Female,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.04,11.29,No
CUST00226,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,49.14,295.5,No
CUST00227,Male,0,Yes,No,14,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,39.66,564.82,Yes
CUST00228,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,50.18,27.01,No
CUST00229,Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),47.42,427.53,Yes
CUST00230,Female,0,No,No,0,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,29.99,0.0,Yes
CUST00231,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,51.33,966.37,Yes
CUST00232,Female,0,No,No,14,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,53.1,730.46,No
CUST00233,Female,1,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,30.1,473.28,No
CUST00234,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,61.99,1677.68,Yes
CUST00235,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,34.75,282.09,Yes
CUST00236,Female,0,Yes,No,2,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),33.8,76.08,No
CUST00237,Female,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),53.49,129.57,Yes
CUST00238,Male,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.19,500.25,Yes
CUST00239,Female,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,55.46,0.0,No
CUST00240,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.07,121.13,No
CUST00241,Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),46.99,1167.79,No
CUST00242,Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),53.94,1312.23,Yes
CUST00243,Male,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,38.46,1090.26,No
CUST00244,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),37.67,42.88,Yes
CUST00245,Male,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,60.02,2515.01,No
CUST00246,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),58.66,1350.87,Yes
CUST00247,Female,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),32.27,62.8,Yes
CUST00248,Female,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,28.46,120.77,No
CUST00249,Female,0,No,Yes,3,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),25.12,80.44,No
CUST00250,Female,0,Yes,No,3,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),43.1,146.3,Yes
CUST00251,Male,0,No,No,0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,39.24,24.45,Yes
CUST00252,Male,1,No,Yes,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),58.95,1124.83,Yes
CUST00253,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,50.84,138.77,No
CUST00254,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),38.86,37.25,No
CUST00255,Male,0,No,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),50.7,9.05,No
CUST00256,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),62.04,493.53,Yes
CUST00257,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.11,117.33,No
CUST00258,Male,1,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),27.08,65.36,No
CUST00259,Male,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,52.65,777.17,No
CUST00260,Female,1,No,Yes,10,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,42.53,449.04,Yes
CUST00261,Female,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),47.34,289.97,No
CUST00262,Male,1,No,No,0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,49.68,6.58,No
CUST00263,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.82,555.31,Yes
CUST00264,Female,0,No,No,13,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),55.59,736.69,No
CUST00265,Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,34.6,671.43,Yes
CUST00266,Male,0,No,No,5,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,48.97,227.91,Yes
CUST00267,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.13,60.37,Yes
CUST00268,Male,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),34.16,489.13,No
CUST00269,Female,1,Yes,Yes,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.33,394.24,Yes
CUST00270,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),56.31,386.66,No
CUST00271,Female,0,No,Yes,20,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,37.74,762.64,No
CUST00272,Male,0,Yes,No,32,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,37.63,1198.55,No
CUST00273,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),55.65,210.25,No
CUST00274,Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.25,318.57,No
CUST00275,Male,0,No,No,2,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),30.55,72.12,No
CUST00276,Female,0,No,No,1,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,27.24,36.05,No
CUST00277,Female,0,No,Yes,19,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,50.91,968.56,No
CUST00278,Female,1,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),52.44,577.65,Yes
CUST00279,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),57.95,631.43,No
CUST00280,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),47.01,158.93,No
CUST00281,Male,0,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,53.8,683.76,No
CUST00282,Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,53.57,115.42,Yes
CUST00283,Male,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),56.12,32.47,No
CUST00284,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),35.56,229.39,No
CUST00285,Male,0,No,Yes,14,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,35.62,460.42,No
CUST00286,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),64.04,3618.81,No
CUST00287,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),44.7,30.47,Yes
CUST00288,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.77,231.04,No
CUST00289,Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.94,388.79,No
CUST00290,Male,1,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.96,540.86,Yes
CUST00291,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.85,254.24,No
CUST00292,Male,0,No,No,7,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,32.72,253.76,No
CUST00293,Male,0,No,No,31,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,53.53,1631.29,Yes
CUST00294,Male,1,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),62.27,1933.2,No
CUST00295,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.56,34.79,No
CUST00296,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),48.87,657.56,Yes
CUST00297,Male,1,No,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.56,216.02,No
CUST00298,Female,0,No,Yes,8,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),36.57,309.33,No
CUST00299,Male,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,48.21,119.75,No
CUST00300,Male,1,No,No,19,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,25.46,503.58,Yes
CUST00301,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.22,86.7,No
CUST00302,Female,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),33.87,693.76,No
CUST00303,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,37.77,76.82,Yes
CUST00304,Female,0,Yes,Yes,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),50.28,10.59,No
CUST00305,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),36.36,151.31,Yes
CUST00306,Female,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),58.05,140.48,Yes
CUST00307,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,50.16,901.63,No
CUST00308,Male,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),49.73,690.17,No
CUST00309,Female,0,Yes,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),28.93,249.69,No
CUST00310,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),44.37,261.72,Yes
CUST00311,Male,0,Yes,Yes,21,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Mailed check,43.59,930.63,Yes
CUST00312,Male,0,No,Yes,7,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.67,348.53,No
CUST00313,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.03,0.0,No
CUST00314,Female,0,Yes,No,22,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,39.26,845.05,No
CUST00315,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,41.69,658.14,No
CUST00316,Female,0,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.25,565.3,No
CUST00317,Male,0,No,No,3,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),35.16,123.91,No
CUST00318,Male,0,No,Yes,27,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,51.91,1432.8,Yes
CUST00319,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,50.64,85.08,No
CUST00320,Female,0,Yes,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.37,22.06,Yes
CUST00321,Male,0,Yes,Yes,37,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,43.39,1631.41,No
CUST00322,Female,0,No,No,17,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),33.17,574.62,Yes
CUST00323,Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,48.49,599.47,Yes
CUST00324,Female,0,Yes,No,41,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.18,1960.24,No
CUST00325,Female,0,No,No,2,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),36.81,55.11,No
CUST00326,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,48.58,455.78,No
CUST00327,Male,0,No,No,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),55.73,569.17,No
CUST00328,Female,0,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),15.58,22.99,Yes
CUST00329,Male,0,No,Yes,34,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),54.38,1842.29,Yes
CUST00330,Male,1,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,56.7,668.74,No
CUST00331,Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),60.19,1789.43,Yes
CUST00332,Male,1,No,No,15,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,56.31,868.12,Yes
CUST00333,Female,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,39.53,1974.78,No
CUST00334,Male,0,No,No,2,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,41.59,83.61,No
CUST00335,Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,42.5,426.57,No
CUST00336,Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),61.25,1483.46,Yes
CUST00337,Male,0,No,No,0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,39.14,0.0,No
CUST00338,Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.3,301.57,No
CUST00339,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,49.63,523.73,No
CUST00340,Female,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,46.08,12.97,No
CUST00341,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.53,97.71,No
CUST00342,Female,1,Yes,No,5,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),44.63,215.16,No
CUST00343,Female,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,39.41,182.03,Yes
CUST00344,Female,0,No,No,5,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),33.24,217.36,No
CUST00345,Female,0,No,No,10,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,46.31,500.83,No
CUST00346,Male,0,No,No,19,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,42.69,800.09,No
CUST00347,Female,0,No,Yes,0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,40.58,0.0,No
CUST00348,Female,0,No,Yes,8,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),45.89,363.25,No
CUST00349,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,37.6,10.29,No
CUST00350,Male,1,No,No,32,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,36.28,1198.04,No
CUST00351,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,55.94,49.86,Yes
